Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
IIT_Delhi,0.447002315,11:26:11,283,283.476516,-999,-999,-999,-999,-999,78.283107,77.649068,2.420285,0.023147,0.332014,4,9,7,6,4,9,7,6,4,10,7,6,4,10,6,6,0.07555,0.13833,0.35826,0.35079,1,1,30:06:2022,23:25:43,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.488668981,02:02:29,284,284.085058,-999,-999,-999,-999,-999,74.513592,75.141063,1.357251,0.021608,0.292285,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0708,0.12905,0.33718,0.3365,1,1,30:06:2022,23:19:34,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.488668981,02:35:15,284,284.107813,-999,-999,-999,-999,-999,67.753699,68.364334,1.486073,0.04737,0.314659,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06568,0.11761,0.30699,0.30701,1,1,30:06:2022,23:24:33,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.488668981,03:27:26,284,284.144051,-999,-999,-999,-999,-999,57.502323,58.068799,1.639072,0.057574,0.343602,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.06069,0.10646,0.27735,0.27816,1,1,30:06:2022,23:07:28,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.488668981,03:50:26,284,284.160023,-999,-999,-999,-999,-999,53.279586,53.817302,1.763602,0.082509,0.36119,3,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.05927,0.10326,0.26873,0.2698,1,1,30:06:2022,23:13:15,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.488668981,09:50:23,284,284.409988,0.044244,0.015774,0.01437,0.011947,1.733546,59.066688,58.494453,1.528236,0.048773,0.447761,3,10,8,5,3,11,7,5,3,11,7,5,4,10,7,5,0.06157,0.108,0.28037,0.27909,1,1,30:06:2022,23:10:34,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.488668981,10:13:26,284,284.425995,0.052604,0.023739,0.020414,0.016605,1.44116,63.559552,62.965922,1.673967,0.041389,0.466124,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06368,0.11259,0.2923,0.29008,1,1,30:06:2022,23:18:03,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.488668981,10:57:29,284,284.456586,0.050279,0.035009,0.031381,0.026803,0.709179,72.516792,71.894641,2.106725,0.02618,0.511317,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06968,0.12561,0.32578,0.32097,1,1,30:06:2022,23:21:00,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.488668981,11:19:33,284,284.47191,0.041203,0.028136,0.02844,0.024761,0.58176,77.132707,76.501593,2.951252,0.028156,0.489423,4,10,6,6,4,10,6,6,4,10,7,6,4,10,7,6,0.07418,0.13539,0.3508,0.34398,1,1,30:06:2022,23:23:56,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.530335648,02:02:15,285,285.084896,0.050498,0.021718,0.018269,0.01468,1.545279,74.709414,75.335699,1.566734,0.017175,0.497459,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07097,0.12943,0.33823,0.33754,1,1,30:06:2022,23:09:38,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.530335648,02:37:15,285,285.109201,0.042965,0.015526,0.013508,0.010447,1.772929,67.511752,68.119489,1.549895,0.027919,0.464202,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06553,0.11728,0.30612,0.30613,1,1,30:06:2022,23:18:19,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.530335648,03:28:26,285,285.144745,0.05476,0.020537,0.016966,0.014278,1.782946,57.511905,58.074982,1.563327,0.047525,0.501118,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.0607,0.10647,0.27737,0.27817,1,1,30:06:2022,23:24:14,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.530335648,03:50:44,285,285.160231,0.060443,0.020594,0.016759,0.01449,1.952628,53.442086,53.976766,1.746813,0.099674,0.519007,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.05932,0.10337,0.26904,0.27009,1,1,30:06:2022,23:29:17,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.530335648,09:50:12,285,285.409861,-999,-999,-999,-999,-999,59.318912,58.748544,1.708991,0.077844,0.381666,3,10,8,5,3,10,8,5,3,11,7,5,4,10,7,5,0.06167,0.10823,0.281,0.27966,1,1,30:06:2022,23:19:44,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.530335648,10:12:25,285,285.425289,-999,-999,-999,-999,-999,63.633753,63.042451,2.000285,0.076709,0.386009,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06371,0.11267,0.2925,0.29029,1,1,30:06:2022,23:25:09,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.530335648,11:04:15,285,285.461285,-999,-999,-999,-999,-999,74.178772,73.554605,2.359373,0.047101,0.381294,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07115,0.12881,0.33397,0.32854,1,1,30:06:2022,23:30:17,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.530335648,11:22:38,285,285.474051,-999,-999,-999,-999,-999,78.02929,77.398284,3.106994,0.033805,0.388856,4,10,6,6,4,10,6,6,4,10,6,6,4,10,7,6,0.07525,0.13767,0.3566,0.34926,1,1,30:06:2022,23:04:35,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.572002315,02:02:54,286,286.085347,-999,-999,-999,-999,-999,74.722746,75.34747,1.495308,0.023762,0.398363,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071,0.12948,0.33833,0.33759,1,1,30:06:2022,23:05:04,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.572002315,02:36:56,286,286.108981,0.050058,0.021603,0.01848,0.015186,1.517841,67.741386,68.347691,1.644268,0.040879,0.415121,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06567,0.11759,0.30696,0.30695,1,1,30:06:2022,23:11:41,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.572002315,03:29:23,286,286.145405,0.045427,0.012221,0.010027,0.008897,2.310913,57.534429,58.094127,1.704688,0.077873,0.417875,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.06071,0.10648,0.2774,0.27822,1,1,30:06:2022,23:18:36,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.572002315,03:51:40,286,286.16088,0.047674,0.012749,0.010257,0.007217,2.346031,53.495133,54.025861,1.766771,0.096452,0.425974,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.05933,0.10341,0.26913,0.27018,1,1,30:06:2022,23:24:17,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.572002315,09:49:53,286,286.409641,0.05186,0.016205,0.016854,0.016916,1.765484,59.543852,58.975502,1.819516,0.050697,0.500511,3,10,8,5,3,10,8,5,3,10,8,4,3,11,7,5,0.06177,0.10844,0.28153,0.28017,1,1,30:06:2022,23:13:43,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.572002315,11:02:58,286,286.460394,0.057435,0.036618,0.033064,0.027621,0.837249,74.163198,73.540745,2.322271,0.052958,0.500635,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07112,0.12877,0.33387,0.32848,1,1,30:06:2022,23:20:17,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.572002315,11:21:12,286,286.473056,0.048086,0.034348,0.033118,0.029284,0.573471,77.972661,77.34315,2.735826,0.05443,0.514477,4,10,6,6,4,10,6,6,4,10,6,6,4,10,7,6,0.07514,0.13747,0.35611,0.34892,1,1,30:06:2022,23:23:59,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.613668981,02:03:37,287,287.085845,0.060156,0.026826,0.02281,0.019142,1.474556,74.724386,75.347492,1.231262,0.009884,0.519617,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071,0.1295,0.33834,0.33759,1,1,30:06:2022,23:26:10,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.613668981,02:37:35,287,287.109433,0.067085,0.025948,0.021533,0.018894,1.728807,67.777856,68.382077,1.236184,0.013188,0.552115,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0657,0.11764,0.30708,0.30707,1,1,30:06:2022,23:08:15,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.613668981,03:31:43,287,287.147025,0.072159,0.027929,0.022024,0.016893,1.794811,57.30513,57.859774,1.352795,0.027781,0.628543,4,10,8,4,4,10,7,5,4,10,7,5,4,10,7,5,0.06062,0.1063,0.2769,0.27771,1,1,30:06:2022,23:16:45,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.613668981,03:55:59,287,287.163877,0.07268,0.02882,0.0222,0.01908,1.787793,52.963194,53.48484,1.293691,0.080357,0.613899,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.05917,0.10305,0.26815,0.26922,1,1,30:06:2022,23:23:41,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.613668981,04:16:09,287,287.177882,0.065742,0.027209,0.020891,0.017427,1.725198,49.585439,50.072712,1.119029,0.092276,0.586668,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.05823,0.10094,0.26244,0.26366,1,1,30:06:2022,23:29:54,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.613668981,09:49:36,287,287.409444,-999,-999,-999,-999,-999,59.773191,59.206835,2.030784,0.107015,0.328143,3,10,8,5,3,10,8,5,3,10,8,4,3,11,7,5,0.06186,0.10865,0.28209,0.28069,1,1,30:06:2022,23:29:51,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.613668981,10:11:47,287,287.42485,-999,-999,-999,-999,-999,64.05385,63.4661,2.285176,0.056148,0.326609,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06393,0.11315,0.29375,0.29146,1,1,30:06:2022,23:09:55,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.613668981,11:16:43,287,287.469942,-999,-999,-999,-999,-999,77.276179,76.649237,1.767334,0.020331,0.276126,4,10,6,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07433,0.13572,0.35163,0.34482,1,1,30:06:2022,23:12:16,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.655335648,02:04:19,288,288.086331,-999,-999,-999,-999,-999,74.731687,75.353154,1.225412,0.012498,0.332283,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07101,0.1295,0.33836,0.33763,1,1,30:06:2022,23:14:53,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.655335648,02:38:21,288,288.109965,-999,-999,-999,-999,-999,67.793382,68.395414,1.16824,0.019951,0.335426,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06571,0.11767,0.30713,0.30712,1,1,30:06:2022,23:20:35,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.655335648,03:31:26,288,288.146829,-999,-999,-999,-999,-999,57.562327,58.114997,0.889084,0.013404,0.382697,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.06072,0.10652,0.27748,0.27826,1,1,30:06:2022,23:25:53,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.655335648,03:53:41,288,288.16228,-999,-999,-999,-999,-999,53.58607,54.1086,1.163692,0.019404,0.396925,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.05936,0.10348,0.26931,0.27033,1,1,30:06:2022,23:06:02,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.655335648,09:49:20,288,288.409259,0.061964,0.032195,0.027046,0.023259,1.251721,60.003587,59.439218,1.383805,0.029178,0.520524,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06196,0.10887,0.28266,0.28122,1,1,30:06:2022,23:36:07,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.655335648,10:11:28,288,288.42463,0.063175,0.034856,0.029695,0.026004,1.139477,64.260758,63.674804,0.870684,0.003248,0.533049,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06404,0.11339,0.29439,0.29205,1,1,30:06:2022,23:11:02,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.655335648,11:01:30,288,288.459375,0.059531,0.04596,0.04145,0.036253,0.539844,74.355261,73.735824,1.661154,0.008941,0.560616,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07131,0.12916,0.33489,0.32942,1,1,30:06:2022,23:19:13,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.655335648,11:19:53,288,288.472141,0.045571,0.041951,0.042193,0.039029,0.121737,78.179064,77.552163,2.633381,0.020874,0.568471,4,10,6,6,4,10,6,6,4,10,6,6,4,10,7,6,0.0754,0.13803,0.35755,0.35019,1,1,30:06:2022,23:22:00,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.697002315,02:06:16,289,289.087685,0.091722,0.043618,0.035008,0.029924,1.44998,74.483336,75.10256,1.292868,0.010199,1.003683,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07224,0.13052,0.3297,0.33039,1,1,30:06:2022,23:10:18,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.697002315,02:39:05,289,289.110475,0.10023,0.042102,0.032946,0.027927,1.677085,67.818135,68.417976,1.635018,0.017391,1.00177,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06719,0.11928,0.30072,0.30191,1,1,30:06:2022,23:20:56,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.697002315,03:32:21,289,289.147465,0.10443,0.04562,0.034618,0.029039,1.656242,57.601397,58.150641,1.88568,0.023373,1.045998,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.06221,0.10819,0.27185,0.27364,1,1,30:06:2022,23:30:25,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.697002315,03:54:34,289,289.162894,0.10619,0.043617,0.033243,0.028228,1.746746,53.658632,54.177221,1.959343,0.030044,1.071199,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06087,0.10519,0.26395,0.26591,1,1,30:06:2022,23:38:51,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.697002315,09:49:07,289,289.409109,0.16307,0.073837,0.057038,0.048611,1.576815,60.241145,59.678716,2.507854,0.034157,1.78505,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06354,0.11071,0.27738,0.27701,1,1,30:06:2022,23:40:00,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.697002315,10:11:21,289,289.424549,0.16271,0.081587,0.068366,0.059234,1.310578,64.504436,63.920117,2.225435,0.025709,1.783704,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06564,0.11527,0.28896,0.28776,1,1,30:06:2022,23:48:41,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.697002315,10:51:19,289,289.452303,0.14482,0.065064,0.050301,0.043214,1.587955,72.506986,71.894073,3.811785,0.058359,1.522448,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07111,0.12712,0.3187,0.31538,1,1,30:06:2022,23:52:14,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.822002315,02:41:39,292,292.112257,0.040976,0.024869,0.018577,0.013252,1.163275,67.834915,68.427772,3.022184,0.029533,0.525651,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06719,0.11928,0.30075,0.30194,1,1,30:06:2022,23:13:21,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.822002315,03:35:44,292,292.149815,0.037314,0.019696,0.01283,0.01032,1.56122,57.624484,58.162508,2.4111,0.085929,0.511159,4,10,7,5,4,10,7,5,4,10,7,4,4,9,7,4,0.06222,0.1082,0.27189,0.27367,1,1,30:06:2022,23:17:15,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.822002315,10:08:27,292,292.422535,0.040666,0.027847,0.022529,0.018625,0.869928,64.726616,64.149586,2.631832,0.010717,0.795421,3,10,8,5,3,10,8,5,3,10,8,5,3,6,5,5,0.06575,0.11553,0.28961,0.2884,1,1,30:06:2022,23:26:11,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.863668981,02:08:06,293,293.088958,0.091234,0.043806,0.034862,0.028641,1.446069,74.742969,75.355715,1.841391,0.007022,0.943691,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07247,0.13103,0.33103,0.3317,1,1,30:06:2022,23:12:53,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.863668981,02:42:34,293,293.112894,0.0924,0.043569,0.035076,0.029729,1.459214,67.833719,68.424154,1.716735,0.012678,0.99554,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06719,0.11929,0.30075,0.30193,1,1,30:06:2022,23:21:28,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.863668981,03:36:50,293,293.150579,0.08757,0.040671,0.030702,0.024982,1.567419,57.644272,58.178544,1.394293,0.017847,0.990027,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.06223,0.10822,0.27192,0.2737,1,1,30:06:2022,23:30:54,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.863668981,03:57:23,293,293.16485,0.085926,0.03999,0.029672,0.023788,1.586838,54.100314,54.604224,1.164311,0.019301,0.935323,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06101,0.1055,0.26475,0.26668,1,1,30:06:2022,23:38:07,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.863668981,08:48:14,293,293.366829,0.058086,0.01893,0.016471,0.01413,1.93419,50.863194,50.401283,1.775,0.019337,0.701391,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06021,0.10348,0.25879,0.25975,1,1,30:06:2022,23:20:08,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.863668981,09:48:14,293,293.408495,0.066237,0.032015,0.024145,0.020529,1.506344,61.162661,60.608097,1.250292,0.021341,0.661385,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06394,0.11161,0.27968,0.27918,1,1,30:06:2022,23:26:28,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.863668981,10:08:16,293,293.422407,0.067356,0.028731,0.024139,0.020091,1.559717,64.947661,64.372383,1.571053,0.019738,0.638699,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06587,0.11579,0.29029,0.28904,1,1,30:06:2022,23:32:28,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.863668981,10:45:26,293,293.448218,0.078069,0.03468,0.026814,0.020856,1.60548,72.279706,71.675469,1.556797,0.020627,0.608629,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07091,0.12669,0.31766,0.31445,1,1,30:06:2022,23:35:58,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.863668981,11:10:26,293,293.465579,0.067167,0.037281,0.032851,0.027905,1.085795,77.380487,76.762958,1.66835,0.028087,0.610802,4,10,6,6,4,10,6,6,4,10,6,6,4,10,7,6,0.07591,0.13748,0.34458,0.33938,1,1,30:06:2022,23:08:48,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.905335648,02:10:16,294,294.090463,-999,-999,-999,-999,-999,74.465241,75.075426,2.686367,0.090984,0.311841,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07223,0.13049,0.3296,0.33025,1,1,30:06:2022,23:09:10,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.905335648,02:45:15,294,294.114757,-999,-999,-999,-999,-999,67.490027,68.076602,2.98558,0.189276,0.314405,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06699,0.11882,0.29953,0.30071,1,1,30:06:2022,23:15:27,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.905335648,03:37:45,294,294.151215,-999,-999,-999,-999,-999,57.69974,58.230491,2.800826,0.273568,0.315584,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.06225,0.10827,0.27205,0.27381,1,1,30:06:2022,23:21:10,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.905335648,03:58:04,294,294.165324,-999,-999,-999,-999,-999,54.22049,54.720779,2.475132,0.217169,0.306485,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06105,0.10559,0.26498,0.26689,1,1,30:06:2022,23:26:14,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.905335648,08:47:56,294,294.36662,-999,-999,-999,-999,-999,51.119151,50.659887,2.19873,0.347474,0.289746,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06028,0.10363,0.2592,0.26014,1,1,30:06:2022,23:17:05,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.905335648,09:47:54,294,294.408264,-999,-999,-999,-999,-999,61.36523,60.81278,2.545654,0.174857,0.324883,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06403,0.1118,0.2802,0.27967,1,1,30:06:2022,23:22:37,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.905335648,10:07:39,294,294.421979,-999,-999,-999,-999,-999,65.082652,64.509546,2.599879,0.163811,0.319192,3,10,7,6,3,10,8,5,3,10,8,5,3,10,8,5,0.06594,0.11594,0.29068,0.28943,1,1,30:06:2022,23:28:13,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.905335648,10:51:45,294,294.452604,-999,-999,-999,-999,-999,73.790409,73.183648,2.788385,0.09912,0.28921,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07221,0.12952,0.32475,0.32108,1,1,30:06:2022,23:33:41,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.905335648,11:09:45,294,294.465104,-999,-999,-999,-999,-999,77.464672,76.848661,2.784569,0.070592,0.28694,4,10,6,6,4,10,6,6,4,10,6,6,4,10,7,6,0.07599,0.13765,0.34506,0.33987,1,1,30:06:2022,23:08:22,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.947002315,02:10:05,295,295.090336,-999,-999,-999,-999,-999,74.667552,75.276399,2.264027,0.077889,0.282014,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07243,0.13092,0.33068,0.33129,1,1,30:06:2022,23:19:37,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.947002315,02:44:56,295,295.114537,-999,-999,-999,-999,-999,67.735357,68.320454,2.519054,0.156513,0.278323,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06715,0.11917,0.30043,0.30156,1,1,30:06:2022,23:26:51,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.947002315,03:39:59,295,295.152766,-999,-999,-999,-999,-999,57.527974,58.053367,2.549698,0.21319,0.282771,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.06219,0.10813,0.27168,0.27343,1,1,30:06:2022,23:32:33,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.947002315,04:00:08,295,295.166759,-999,-999,-999,-999,-999,54.115597,54.609953,2.511261,0.242929,0.291745,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06102,0.10552,0.26479,0.26669,1,1,30:06:2022,23:11:30,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.947002315,08:47:48,295,295.366528,-999,-999,-999,-999,-999,51.397791,50.940833,1.971448,0.163366,0.247862,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06036,0.1038,0.25965,0.26057,1,1,30:06:2022,23:09:07,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.947002315,09:47:46,295,295.408171,-999,-999,-999,-999,-999,61.601705,61.051146,1.421101,0.094735,0.255579,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06414,0.11204,0.2808,0.28025,1,1,30:06:2022,23:14:30,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.947002315,10:07:28,295,295.421852,-999,-999,-999,-999,-999,65.297755,64.726423,1.735143,0.100503,0.260077,3,10,7,6,3,10,7,6,3,10,8,5,3,10,8,5,0.06606,0.1162,0.29136,0.29006,1,1,30:06:2022,23:20:16,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.947002315,10:51:37,295,295.452512,-999,-999,-999,-999,-999,73.992453,73.387082,1.496588,0.03278,0.275814,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0724,0.12991,0.32575,0.32201,1,1,30:06:2022,23:26:11,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.947002315,11:09:36,295,295.465,-999,-999,-999,-999,-999,77.655309,77.040602,1.621342,0.020126,0.282529,4,10,6,6,4,10,6,6,4,10,6,6,4,10,7,6,0.07621,0.13814,0.34625,0.34097,1,1,30:06:2022,23:28:32,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.988668981,02:10:28,296,296.090602,-999,-999,-999,-999,-999,74.756406,75.363603,1.141536,0.014184,0.314488,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07252,0.13112,0.33118,0.33174,1,1,30:06:2022,23:10:35,1170,28.545,77.1926,15,lev20,Almucantar
