Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
Pune,0.524652778,04:21:16,43,43.181435,-999,-999,-999,-999,-999,53.783794,54.376685,2.308014,0.181977,0.260081,4,10,8,4,3,9,8,4,4,10,8,4,4,10,8,4,0.05793,0.11061,0.20221,0.2146,1,1,0.274050926,14:02:11,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.524652778,10:21:19,43,43.43147,-999,-999,-999,-999,-999,55.842557,55.241271,4.033086,0.385026,0.174007,4,10,8,4,3,10,8,4,4,10,8,4,4,10,8,4,0.05873,0.1117,0.20606,0.21605,1,1,27:01:2021,03:11:07,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.524652778,10:46:01,43,43.448623,-999,-999,-999,-999,-999,60.906494,60.281591,4.355934,0.491163,0.159412,3,10,8,5,3,9,8,5,3,10,8,5,3,10,8,5,0.06138,0.11651,0.21616,0.2258,1,1,27:01:2021,03:11:00,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.524652778,11:35:24,43,43.482917,-999,-999,-999,-999,-999,71.494174,70.837413,3.498226,0.220697,0.165185,4,10,7,6,4,8,7,6,4,9,7,5,4,10,7,5,0.06963,0.13153,0.24767,0.25605,1,1,27:01:2021,03:10:41,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.524652778,11:58:03,43,43.498646,-999,-999,-999,-999,-999,76.493853,75.827972,3.9135,0.259339,0.153491,4,10,7,6,4,8,7,6,4,8,7,6,4,10,5,5,0.07553,0.14229,0.27015,0.27765,1,1,27:01:2021,03:10:32,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.566319444,02:43:57,44,44.113854,0.057918,0.040282,0.035935,0.028319,0.718827,74.190769,74.855643,1.316037,0.018504,0.480687,4,10,7,6,4,7,7,6,4,8,7,6,4,10,7,6,0.07285,0.1387,0.25755,0.27293,1,1,27:01:2021,02:59:37,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.566319444,03:06:39,44,44.129618,0.063424,0.040022,0.036044,0.026255,0.858502,69.201015,69.855768,1.271506,0.021657,0.462011,4,10,7,6,4,7,7,6,4,9,7,6,4,10,7,6,0.06766,0.12885,0.23836,0.25249,1,1,27:01:2021,02:59:08,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.566319444,03:55:43,44,44.163692,0.061737,0.041795,0.040862,0.032195,0.640143,58.758263,59.379517,1.360599,0.049334,0.406461,4,10,7,5,3,9,7,5,4,10,7,5,3,11,7,5,0.0603,0.11505,0.21109,0.22388,1,1,27:01:2021,02:59:31,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.566319444,04:21:19,44,44.18147,0.076715,0.05266,0.042532,0.038481,0.870531,53.576266,54.171386,1.801692,0.059743,0.459679,4,10,8,4,3,9,8,4,4,10,8,4,4,10,8,4,0.05783,0.11044,0.20186,0.21426,1,1,27:01:2021,02:58:55,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.566319444,10:46:53,44,44.449225,-999,-999,-999,-999,-999,60.921913,60.294338,4.341383,0.132259,0.346161,3,10,8,5,3,9,6,5,3,10,7,4,3,10,7,3,0.06138,0.11653,0.2162,0.22583,1,1,27:01:2021,02:59:54,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.566319444,11:36:05,44,44.483391,-999,-999,-999,-999,-999,71.50638,70.847779,2.47539,0.060226,0.303817,4,10,7,6,4,8,7,6,4,10,7,6,4,10,7,6,0.06965,0.13157,0.24773,0.25609,1,1,27:01:2021,02:58:59,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.566319444,11:58:49,44,44.499178,-999,-999,-999,-999,-999,76.537438,75.869937,1.55658,0.019439,0.311197,4,10,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.07569,0.14251,0.27084,0.27786,1,1,27:01:2021,02:59:01,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.607986111,02:43:19,45,45.113414,0.056037,0.045258,0.038843,0.031401,0.535953,74.188744,74.855247,4.739708,0.056462,0.477418,4,10,7,6,4,7,7,6,4,8,7,6,4,10,7,6,0.07286,0.13869,0.25759,0.27292,1,1,27:01:2021,03:08:26,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.607986111,03:05:52,45,45.129074,0.067688,0.047022,0.039168,0.030343,0.811135,69.218444,69.875143,3.52299,0.051854,0.458706,4,10,7,6,4,7,7,6,4,9,7,6,4,10,7,6,0.06766,0.12888,0.23839,0.25255,1,1,27:01:2021,03:09:31,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.607986111,03:54:52,45,45.163102,0.0815,0.044335,0.041511,0.029746,1.03941,58.751682,59.375676,2.105403,0.066419,0.465471,4,10,7,5,3,9,7,5,4,10,7,5,3,11,7,5,0.06031,0.11506,0.21109,0.22387,1,1,27:01:2021,03:08:19,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.607986111,04:21:15,45,45.181424,-999,-999,-999,-999,-999,53.388167,53.985653,2.738648,0.131867,0.371527,4,10,8,4,3,9,8,4,4,10,8,3,4,10,8,3,0.05776,0.1103,0.20159,0.21396,1,1,27:01:2021,03:08:47,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.607986111,10:21:16,45,45.431435,-999,-999,-999,-999,-999,55.467391,54.861661,3.633387,0.328307,0.291785,4,10,8,4,3,10,8,4,4,10,8,4,4,10,8,3,0.05857,0.11139,0.20541,0.2154,1,1,27:01:2021,03:08:30,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.607986111,10:47:40,45,45.449769,-999,-999,-999,-999,-999,60.92274,60.292571,3.256659,0.453093,0.327839,3,10,8,5,3,8,8,5,3,10,8,5,3,10,8,4,0.06139,0.11653,0.21624,0.22582,1,1,27:01:2021,03:08:29,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.607986111,11:36:44,45,45.483843,-999,-999,-999,-999,-999,71.513758,70.853343,1.621212,0.202913,0.305892,4,10,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.06965,0.13157,0.24774,0.25611,1,1,27:01:2021,03:08:59,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.607986111,11:59:17,45,45.499502,-999,-999,-999,-999,-999,76.51659,75.847573,1.804832,0.037441,0.293612,4,10,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.07557,0.14237,0.2704,0.27775,1,1,27:01:2021,03:09:03,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.982986111,10:20:35,54,54.430961,-999,-999,-999,-999,-999,53.768166,53.141926,3.93497,0.176151,0.282848,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.05716,0.10935,0.20278,0.2124,1,1,28:01:2021,18:25:15,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.982986111,10:33:53,54,54.440197,-999,-999,-999,-999,-999,56.576787,55.9389,3.0775,0.276447,0.282848,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.05833,0.1115,0.20747,0.21688,1,1,28:01:2021,18:25:12,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.982986111,11:42:04,54,54.487546,-999,-999,-999,-999,-999,71.581305,70.905473,4.700665,0.304258,0.205202,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06838,0.12989,0.24714,0.25457,1,1,28:01:2021,18:25:15,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.982986111,12:04:03,54,54.502812,-999,-999,-999,-999,-999,76.561586,75.879472,1.776552,0.014872,0.191289,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07395,0.14009,0.26918,0.27545,1,1,28:01:2021,18:26:24,344,18.537255,73.805491,595,lev20,Almucantar
Pune,24:02:2010,02:36:22,55,55.108588,-999,-999,-999,-999,-999,74.153222,74.834953,1.355811,0.126574,0.11407,4,10,7,6,4,9,7,6,4,10,7,6,4,10,7,6,0.07131,0.13648,0.25629,0.27055,1,1,0.274050926,14:12:25,344,18.537255,73.805491,595,lev20,Almucantar
Pune,24:02:2010,02:58:23,55,55.123877,-999,-999,-999,-999,-999,69.178138,69.852701,1.92218,0.231395,0.112713,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06639,0.12715,0.23757,0.25087,1,1,0.274050926,14:13:17,344,18.537255,73.805491,595,lev20,Almucantar
Pune,24:02:2010,10:20:26,55,55.430856,-999,-999,-999,-999,-999,53.573627,52.945117,4.253745,0.264516,0.112676,4,10,8,4,4,10,8,4,4,10,8,4,3,10,8,4,0.05708,0.10921,0.20247,0.21211,1,1,0.274050926,14:12:08,344,18.537255,73.805491,595,lev20,Almucantar
Pune,24:02:2010,10:33:42,55,55.440069,-999,-999,-999,-999,-999,56.384666,55.744724,4.830352,0.243761,0.112676,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.05824,0.11134,0.2071,0.21655,1,1,28:01:2021,17:56:41,344,18.537255,73.805491,595,lev20,Almucantar
Pune,24:02:2010,10:54:58,55,55.454838,-999,-999,-999,-999,-999,60.983771,60.328879,4.23007,0.37792,0.1158,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06053,0.11553,0.21616,0.22521,1,1,0.274050926,14:11:54,344,18.537255,73.805491,595,lev20,Almucantar
Pune,24:02:2010,11:42:28,55,55.487824,-999,-999,-999,-999,-999,71.558482,70.881111,3.443173,0.225012,0.103229,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0683,0.12979,0.24679,0.25449,1,1,0.274050926,14:11:40,344,18.537255,73.805491,595,lev20,Almucantar
Pune,24:02:2010,12:04:28,55,55.503102,-999,-999,-999,-999,-999,76.552911,75.869474,3.328294,0.177362,0.09796,4,10,7,6,4,9,7,6,4,10,7,6,4,10,7,6,0.07391,0.14007,0.26886,0.2754,1,1,0.274050926,14:11:38,344,18.537255,73.805491,595,lev20,Almucantar
Pune,25:02:2010,02:35:38,56,56.108079,-999,-999,-999,-999,-999,74.14517,74.828287,1.214296,0.097009,0.149757,4,10,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.07129,0.13646,0.25618,0.27051,1,1,0.274050926,14:15:23,344,18.537255,73.805491,595,lev20,Almucantar
Pune,25:02:2010,02:57:36,56,56.123333,-999,-999,-999,-999,-999,69.170221,69.846424,1.750591,0.250462,0.159973,4,10,7,6,4,8,7,6,4,10,7,6,4,10,7,6,0.06637,0.12712,0.23743,0.25085,1,1,0.274050926,14:14:38,344,18.537255,73.805491,595,lev20,Almucantar
Pune,25:02:2010,03:44:56,56,56.156204,-999,-999,-999,-999,-999,58.682728,59.33517,2.568099,0.350253,0.184004,4,10,7,5,3,10,7,5,4,10,7,5,3,11,7,5,0.05946,0.11405,0.21092,0.22317,1,1,0.274050926,14:14:08,344,18.537255,73.805491,595,lev20,Almucantar
Pune,25:02:2010,04:13:02,56,56.175718,-999,-999,-999,-999,-999,52.679617,53.310104,3.888672,0.475243,0.294881,3,10,8,4,2,9,8,4,3,10,8,4,4,10,8,4,0.05684,0.10911,0.20075,0.21266,1,1,0.274050926,14:14:48,344,18.537255,73.805491,595,lev20,Almucantar
Pune,25:02:2010,04:20:16,56,56.180741,-999,-999,-999,-999,-999,51.17123,51.794745,2.38327,0.20167,0.289179,3,10,8,4,2,9,8,4,3,10,8,4,3,10,8,4,0.05628,0.10808,0.19861,0.21044,1,1,0.274050926,14:14:44,344,18.537255,73.805491,595,lev20,Almucantar
Pune,26:02:2010,02:34:57,57,57.107604,-999,-999,-999,-999,-999,74.123723,74.808183,0.912217,0.023608,0.236024,4,10,7,6,4,8,7,6,4,8,7,6,4,10,7,6,0.07397,0.14031,0.2595,0.27305,1,1,28:01:2021,17:52:31,344,18.537255,73.805491,595,lev20,Almucantar
Pune,26:02:2010,02:56:46,57,57.122755,-999,-999,-999,-999,-999,69.171883,69.84971,1.151478,0.101632,0.233641,4,10,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.06868,0.1304,0.24079,0.25336,1,1,0.274050926,14:16:46,344,18.537255,73.805491,595,lev20,Almucantar
Pune,26:02:2010,03:43:59,57,57.155544,-999,-999,-999,-999,-999,58.678733,59.333567,3.141879,0.433459,0.259225,4,10,7,5,3,9,7,5,4,10,7,5,3,11,7,5,0.06113,0.11639,0.21389,0.22548,1,1,0.274050926,14:17:01,344,18.537255,73.805491,595,lev20,Almucantar
Pune,26:02:2010,04:11:59,57,57.174988,-999,-999,-999,-999,-999,52.671318,53.304883,4.0927,0.479267,0.308972,3,10,8,4,2,9,8,4,3,10,8,4,4,10,8,4,0.05825,0.11109,0.20358,0.2149,1,1,0.274050926,14:16:42,344,18.537255,73.805491,595,lev20,Almucantar
Pune,26:02:2010,04:20:05,57,57.180613,-999,-999,-999,-999,-999,50.974673,51.6006,5.414083,0.445583,0.325141,3,10,8,4,2,9,8,4,2,10,8,4,3,10,8,4,0.05758,0.10984,0.20116,0.2124,1,1,0.274050926,14:16:21,344,18.537255,73.805491,595,lev20,Almucantar
Pune,26:02:2010,10:20:07,57,57.430637,-999,-999,-999,-999,-999,53.187419,52.554372,5.456394,0.309324,0.380677,3,10,8,4,2,9,8,4,3,9,8,4,3,10,8,4,0.05837,0.1109,0.20476,0.21377,1,1,28:01:2021,17:52:35,344,18.537255,73.805491,595,lev20,Almucantar
Pune,26:02:2010,10:33:28,57,57.439907,-999,-999,-999,-999,-999,56.035391,55.391234,3.963297,0.399628,0.380677,4,10,8,4,3,9,8,4,3,10,8,4,4,10,8,4,0.05964,0.11319,0.20945,0.21823,1,1,28:01:2021,17:52:32,344,18.537255,73.805491,595,lev20,Almucantar
Pune,26:02:2010,10:56:15,57,57.455729,-999,-999,-999,-999,-999,60.995642,60.336207,4.432195,0.217439,0.352438,3,10,8,5,3,8,8,5,3,8,8,5,3,10,8,5,0.06231,0.11799,0.21927,0.22755,1,1,28:01:2021,17:52:54,344,18.537255,73.805491,595,lev20,Almucantar
Pune,26:02:2010,11:43:35,57,57.4886,-999,-999,-999,-999,-999,71.592158,70.911678,2.887959,0.121267,0.368816,4,10,7,6,4,8,7,6,4,8,7,6,4,10,5,6,0.07083,0.13333,0.25057,0.25712,1,1,28:01:2021,17:53:10,344,18.537255,73.805491,595,lev20,Almucantar
Pune,26:02:2010,12:05:47,57,57.504016,-999,-999,-999,-999,-999,76.653087,75.966991,3.62951,0.15589,0.384943,4,10,7,6,4,8,7,6,4,8,7,6,4,10,6,6,0.07708,0.14455,0.27371,0.27855,1,1,28:01:2021,17:53:50,344,18.537255,73.805491,595,lev20,Almucantar
Pune,27:02:2010,02:34:20,58,58.107176,-999,-999,-999,-999,-999,74.085104,74.770861,2.126165,0.020421,0.369998,4,10,7,6,4,8,7,6,4,8,7,6,4,10,7,6,0.0739,0.1402,0.25921,0.27288,1,1,28:01:2021,18:16:53,344,18.537255,73.805491,595,lev20,Almucantar
Pune,27:02:2010,02:56:00,58,58.122222,-999,-999,-999,-999,-999,69.156902,69.836295,1.79274,0.211338,0.368753,4,10,7,6,4,8,7,6,4,8,7,6,4,10,7,6,0.06866,0.13039,0.2407,0.25331,1,1,28:01:2021,18:16:53,344,18.537255,73.805491,595,lev20,Almucantar
Pune,27:02:2010,03:43:02,58,58.154884,-999,-999,-999,-999,-999,58.673945,59.331128,1.796313,0.361035,0.37093,4,10,7,5,3,9,7,5,3,10,7,5,3,11,7,5,0.06112,0.11638,0.21387,0.22547,1,1,28:01:2021,18:16:56,344,18.537255,73.805491,595,lev20,Almucantar
Pune,28:02:2010,02:33:19,59,59.10647,0.060512,0.036503,0.027605,0.024949,1.159513,74.136152,74.823264,1.197371,0.008479,0.455772,4,10,7,6,4,7,7,6,4,8,7,6,4,10,7,6,0.07401,0.14036,0.25956,0.27312,1,1,28:01:2021,18:44:52,344,18.537255,73.805491,595,lev20,Almucantar
Pune,28:02:2010,02:55:08,59,59.12162,0.063995,0.038535,0.025195,0.027423,1.354354,69.163076,69.844035,1.578747,0.010063,0.466678,4,10,7,6,4,8,7,6,4,8,7,6,4,10,7,6,0.06866,0.13039,0.24072,0.25334,1,1,28:01:2021,18:46:44,344,18.537255,73.805491,595,lev20,Almucantar
Pune,28:02:2010,03:42:06,59,59.154236,0.080132,0.041597,0.029238,0.028121,1.491058,58.664811,59.324289,3.653996,0.508812,0.547194,4,10,7,5,3,9,7,5,3,10,7,4,3,11,7,4,0.0611,0.11637,0.2138,0.22546,1,1,28:01:2021,18:46:11,344,18.537255,73.805491,595,lev20,Almucantar
Pune,28:02:2010,04:09:52,59,59.173519,0.11016,0.063229,0.054261,0.042232,1.070454,52.657855,53.297437,2.311122,0.112382,0.63787,3,10,8,4,2,9,8,4,2,10,8,4,4,10,8,4,0.05825,0.11108,0.20355,0.21488,1,1,28:01:2021,18:46:06,344,18.537255,73.805491,595,lev20,Almucantar
Pune,28:02:2010,04:19:47,59,59.180405,0.10682,0.064281,0.051513,0.043826,1.086825,50.56264,51.193285,3.475676,0.409128,0.604875,3,10,8,4,2,9,8,4,2,10,8,4,3,10,8,3,0.05742,0.10955,0.20056,0.21183,1,1,28:01:2021,18:45:18,344,18.537255,73.805491,595,lev20,Almucantar
Pune,28:02:2010,10:19:49,59,59.430428,0.10378,0.065448,0.052416,0.045786,1.014313,52.813634,52.176028,4.798067,0.453397,0.635816,3,10,8,4,2,8,8,4,2,9,8,4,3,10,8,4,0.05821,0.11062,0.20419,0.21322,1,1,28:01:2021,18:46:13,344,18.537255,73.805491,595,lev20,Almucantar
Pune,28:02:2010,10:33:12,59,59.439722,0.10703,0.063416,0.04971,0.043153,1.140232,55.687981,55.039649,4.659328,0.414451,0.635816,4,10,8,4,3,8,8,4,3,9,8,4,4,10,8,4,0.05948,0.11289,0.20888,0.21764,1,1,28:01:2021,18:46:07,344,18.537255,73.805491,595,lev20,Almucantar
Pune,28:02:2010,10:57:30,59,59.456597,0.10084,0.057999,0.047047,0.038603,1.141552,61.013028,60.349196,1.788839,0.034218,0.662118,3,10,8,5,3,7,8,5,3,8,8,5,3,10,8,5,0.06234,0.11802,0.21938,0.22758,1,1,28:01:2021,18:47:09,344,18.537255,73.805491,595,lev20,Almucantar
Pune,28:02:2010,11:44:32,59,59.489259,0.089315,0.052435,0.044099,0.036189,1.061763,71.598389,70.914967,1.394821,0.020047,0.642262,4,10,7,6,4,8,7,6,4,8,7,6,4,10,7,6,0.07089,0.13338,0.25083,0.25713,1,1,28:01:2021,18:47:49,344,18.537255,73.805491,595,lev20,Almucantar
Pune,28:02:2010,12:06:50,59,59.504745,0.084132,0.054657,0.04615,0.039643,0.898073,76.702025,76.013445,1.54717,0.012244,0.674331,4,10,7,6,4,8,7,6,4,8,7,6,4,10,7,6,0.07711,0.14461,0.27365,0.27877,1,1,28:01:2021,18:48:42,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.067013889,10:19:36,60,60.430278,0.12594,0.081524,0.064839,0.050958,0.98263,52.615976,51.976151,2.849213,0.115793,0.831931,3,10,8,4,2,8,8,4,2,9,8,4,3,10,8,3,0.05814,0.11048,0.20394,0.21294,1,1,28:01:2021,18:09:59,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.067013889,10:33:13,60,60.439734,0.11868,0.074721,0.061741,0.04726,0.975685,55.550336,54.899819,1.912413,0.049082,0.831931,4,10,8,4,3,8,8,4,3,9,8,4,4,10,8,4,0.05942,0.11277,0.20864,0.21741,1,1,28:01:2021,18:10:36,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.067013889,10:58:06,60,60.457014,0.10996,0.067802,0.053525,0.045031,1.068529,61.021,60.355035,1.88519,0.022155,0.816321,3,10,8,5,3,7,8,5,3,8,8,5,3,10,8,5,0.06236,0.11805,0.21944,0.22759,1,1,28:01:2021,18:10:35,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.067013889,11:45:06,60,60.489653,0.10684,0.061762,0.049173,0.040535,1.158258,71.626254,70.941382,2.079078,0.022764,0.83699,4,10,7,6,4,8,7,6,4,6,7,6,4,10,7,6,0.07092,0.13343,0.25086,0.25723,1,1,28:01:2021,18:10:05,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.067013889,12:07:01,60,60.504873,0.11578,0.067282,0.050914,0.040855,1.217105,76.651444,75.961721,2.695421,0.007227,0.827134,4,10,7,6,4,8,7,6,4,7,7,6,4,9,7,6,0.07702,0.14448,0.27321,0.27852,1,1,28:01:2021,18:11:48,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.108680556,02:31:40,61,61.105324,0.062857,0.036111,0.028997,0.026297,1.156723,74.145899,74.83553,1.707375,0.011462,0.571235,4,10,7,6,4,8,7,6,4,8,7,6,4,10,7,6,0.07404,0.1404,0.2596,0.27318,1,1,28:01:2021,18:34:22,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.108680556,02:53:25,61,61.120428,0.067656,0.039369,0.028611,0.027518,1.268362,69.167764,69.851738,1.973787,0.033416,0.569376,4,10,7,6,4,7,7,6,4,8,7,6,4,10,7,6,0.06866,0.1304,0.24063,0.25336,1,1,28:01:2021,18:34:43,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.108680556,04:19:23,61,61.180127,0.085042,0.05143,0.045674,0.03608,0.943492,50.165887,50.801283,1.453962,0.021742,0.652862,3,10,8,4,2,8,8,4,2,10,8,4,3,10,8,4,0.05727,0.10928,0.20003,0.2113,1,1,28:01:2021,18:34:32,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.150347222,10:19:13,62,62.430012,0.1023,0.063925,0.053214,0.041783,0.977668,52.238328,51.594036,2.787218,0.170952,0.568527,3,10,8,4,2,10,8,4,2,10,8,4,3,10,8,4,0.05798,0.11019,0.20331,0.21239,1,1,28:01:2021,18:05:58,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.150347222,10:32:29,62,62.439225,0.10044,0.059674,0.050292,0.039526,1.040342,55.115286,54.460974,2.510789,0.146953,0.568527,4,10,8,4,3,9,8,4,4,10,8,4,4,10,8,4,0.05921,0.11241,0.20789,0.2167,1,1,28:01:2021,18:06:01,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.150347222,10:59:12,62,62.457778,0.088547,0.05101,0.040907,0.035575,1.154152,61.024171,60.354101,2.545396,0.041,0.610537,3,10,8,5,3,8,8,5,3,9,8,5,3,10,8,5,0.06233,0.11802,0.21936,0.22759,1,1,28:01:2021,18:06:55,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.192013889,02:30:07,63,63.104248,0.050376,0.03498,0.029898,0.025168,0.777823,74.126886,74.818878,1.319971,0.015519,0.545125,4,10,7,6,4,7,7,6,4,8,7,6,4,10,7,6,0.07396,0.14034,0.25938,0.2731,1,1,28:01:2021,18:33:45,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.192013889,02:51:52,63,63.119352,0.06248,0.038639,0.032431,0.027077,0.983041,69.129803,69.816594,2.160811,0.026969,0.557735,4,10,7,6,4,7,7,6,4,8,7,6,4,10,7,6,0.06861,0.13033,0.24053,0.25324,1,1,28:01:2021,18:34:12,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.192013889,03:38:14,63,63.151551,0.06494,0.041142,0.037686,0.031486,0.829911,58.652954,59.321236,0.815361,0.028532,0.519212,4,10,7,5,3,9,7,5,3,10,7,5,3,11,7,5,0.06111,0.11637,0.21382,0.22545,1,1,28:01:2021,18:34:13,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.192013889,04:05:34,63,63.170532,0.076964,0.04563,0.03892,0.032575,1.027814,52.646972,53.297993,0.977642,0.041647,0.557605,3,10,8,4,2,8,8,4,2,10,8,4,4,10,8,4,0.05824,0.11107,0.20352,0.21489,1,1,28:01:2021,18:34:04,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.192013889,04:18:57,63,63.179826,0.078678,0.047263,0.041462,0.036766,0.97017,49.771837,50.411939,1.126175,0.041498,0.585882,3,10,8,4,2,8,8,4,2,9,8,4,3,10,8,4,0.05712,0.10901,0.19949,0.21078,1,1,28:01:2021,18:34:37,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.192013889,11:46:18,63,63.490486,0.079434,0.042552,0.034511,0.027035,1.253003,71.610511,70.92162,1.658551,0.007758,0.690789,4,10,7,6,4,7,7,6,4,8,7,6,4,10,7,6,0.07092,0.13337,0.25094,0.25716,1,1,28:01:2021,18:35:19,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.192013889,12:08:31,63,63.505914,0.076526,0.042965,0.035015,0.031257,1.173152,76.731526,76.038424,2.787287,0.013545,0.700116,4,10,7,6,4,8,7,6,4,8,7,6,4,10,6,5,0.07718,0.14468,0.27379,0.2789,1,1,28:01:2021,18:36:36,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.233680556,11:46:51,64,64.490868,0.052043,0.0302,0.023507,0.020194,1.182112,71.644604,70.954405,1.68845,0.009294,0.4537,4,10,7,6,4,7,7,6,4,8,7,6,4,10,7,5,0.07094,0.13345,0.2511,0.25728,1,1,28:01:2021,18:07:59,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.233680556,12:09:09,64,64.506354,0.050099,0.030971,0.025106,0.020359,1.029532,76.793544,76.099372,1.722797,0.010851,0.440255,4,10,7,6,4,7,7,6,4,8,7,6,4,10,7,6,0.07735,0.14486,0.27439,0.2792,1,1,28:01:2021,18:08:11,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.275347222,02:28:27,65,65.10309,-999,-999,-999,-999,-999,74.1298,74.824029,1.819598,0.216821,0.170527,4,10,7,6,4,6,7,6,4,6,7,6,4,9,7,6,0.07832,0.1447,0.2608,0.27361,1,1,28:01:2021,18:40:41,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.275347222,02:50:01,65,65.118067,-999,-999,-999,-999,-999,69.156746,69.846284,1.393178,0.242539,0.182073,4,10,7,6,4,6,7,6,4,7,7,6,4,10,7,6,0.07233,0.13411,0.24221,0.25409,1,1,0.274050926,14:11:48,344,18.537255,73.805491,595,lev20,Almucantar
